x,OC,CS,NC
17.47,646.36,646.59,648.59
17.48,646.35,646.59,648.59
17.49,646.35,646.59,648.59
17.5,646.35,646.58,648.58
17.51,646.34,646.58,648.58
17.52,646.34,646.58,648.57
17.53,646.33,646.58,648.57
17.54,646.33,646.57,648.57
17.55,646.33,646.57,648.56
17.56,646.32,646.57,648.56
17.57,646.32,646.56,648.56
17.58,646.32,646.56,648.55
17.59,646.31,646.56,648.55
17.6,646.31,646.55,648.54
17.61,646.3,646.55,648.54
17.62,646.3,646.55,648.54
17.63,646.3,646.54,648.53
17.64,646.29,646.54,648.53
17.65,646.29,646.54,648.53
17.66,646.28,646.54,648.52
17.67,646.28,646.53,648.52
17.68,646.28,646.53,648.52
17.69,646.27,646.53,648.51
17.7,646.27,646.52,648.51
17.71,646.26,646.52,648.5
17.72,646.26,646.52,648.5
17.73,646.26,646.51,648.5
17.74,646.25,646.51,648.49
17.75,646.25,646.51,648.49
17.76,646.24,646.5,648.49
17.77,646.24,646.5,648.48
17.78,646.24,646.5,648.48
17.79,646.23,646.5,648.48
17.8,646.23,646.49,648.47
17.81,646.22,646.49,648.47
17.82,646.22,646.49,648.47
17.83,646.22,646.48,648.46
17.84,646.21,646.48,648.46
17.85,646.21,646.48,648.46
17.86,646.2,646.47,648.45
17.87,646.2,646.47,648.45
17.88,646.2,646.47,648.44
17.89,646.19,646.46,648.44
17.9,646.19,646.46,648.44
17.91,646.18,646.46,648.43
17.92,646.18,646.46,648.43
17.93,646.18,646.45,648.43
17.94,646.17,646.45,648.42
17.95,646.17,646.45,648.42
17.96,646.16,646.44,648.42
17.97,646.16,646.44,648.41
17.98,646.16,646.44,648.41
17.99,646.15,646.43,648.41
18,646.15,646.43,648.4
18.01,646.14,646.43,648.4
18.02,646.14,646.42,648.4
18.03,646.13,646.42,648.39
18.04,646.13,646.42,648.39
18.05,646.13,646.42,648.39
18.06,646.12,646.41,648.38
18.07,646.12,646.41,648.38
18.08,646.11,646.41,648.38
18.09,646.11,646.4,648.37
18.1,646.11,646.4,648.37
18.11,646.1,646.4,648.37
18.12,646.1,646.39,648.36
18.13,646.09,646.39,648.36
18.14,646.09,646.39,648.36
18.15,646.09,646.38,648.36
18.16,646.08,646.38,648.35
18.17,646.08,646.38,648.35
18.18,646.07,646.38,648.35
18.19,646.07,646.37,648.34
18.2,646.07,646.37,648.34
18.21,646.06,646.37,648.34
18.22,646.06,646.36,648.33
18.23,646.05,646.36,648.33
18.24,646.05,646.36,648.33
18.25,646.04,646.35,648.32
18.26,646.04,646.35,648.32
18.27,646.04,646.35,648.32
18.28,646.03,646.34,648.31
18.29,646.03,646.34,648.31
18.3,646.02,646.34,648.31
18.31,646.02,646.34,648.3
18.32,646.02,646.33,648.3
18.33,646.01,646.33,648.3
18.34,646.01,646.33,648.3
18.35,646,646.32,648.29
18.36,646,646.32,648.29
18.37,646,646.32,648.29
18.38,645.99,646.31,648.28
18.39,645.99,646.31,648.28
18.4,645.98,646.31,648.28
18.41,645.98,646.3,648.27
18.42,645.97,646.3,648.27
18.43,645.97,646.3,648.27
18.44,645.97,646.3,648.27
18.45,645.96,646.29,648.26
18.46,645.96,646.29,648.26
18.47,645.95,646.29,648.26
18.48,645.95,646.28,648.25
18.49,645.95,646.28,648.25
18.5,645.94,646.28,648.25
18.51,645.94,646.27,648.24
18.52,645.93,646.27,648.24
18.53,645.93,646.27,648.24
18.54,645.92,646.26,648.24
18.55,645.92,646.26,648.23
18.56,645.92,646.26,648.23
18.57,645.91,646.26,648.23
18.58,645.91,646.25,648.22
18.59,645.9,646.25,648.22
18.6,645.9,646.25,648.22
18.61,645.89,646.24,648.22
18.62,645.89,646.24,648.21
18.63,645.89,646.24,648.21
18.64,645.88,646.23,648.21
18.65,645.88,646.23,648.2
18.66,645.87,646.23,648.2
18.67,645.87,646.22,648.2
18.68,645.87,646.22,648.2
18.69,645.86,646.22,648.19
18.7,645.86,646.22,648.19
18.71,645.85,646.21,648.19
18.72,645.85,646.21,648.18
18.73,645.84,646.21,648.18
18.74,645.84,646.2,648.18
18.75,645.84,646.2,648.18
18.76,645.83,646.2,648.17
18.77,645.83,646.19,648.17
18.78,645.82,646.19,648.17
18.79,645.82,646.19,648.17
18.8,645.81,646.18,648.16
18.81,645.81,646.18,648.16
18.82,645.81,646.18,648.16
18.83,645.8,646.18,648.15
18.84,645.8,646.17,648.15
18.85,645.79,646.17,648.15
18.86,645.79,646.17,648.15
18.87,645.79,646.16,648.14
18.88,645.78,646.16,648.14
18.89,645.78,646.16,648.14
18.9,645.77,646.15,648.14
18.91,645.77,646.15,648.13
18.92,645.76,646.15,648.13
18.93,645.76,646.14,648.13
18.94,645.76,646.14,648.12
18.95,645.75,646.14,648.12
18.96,645.75,646.14,648.12
18.97,645.74,646.13,648.12
18.98,645.74,646.13,648.11
18.99,645.73,646.13,648.11
19,645.73,646.12,648.11
19.01,645.73,646.12,648.11
19.02,645.72,646.12,648.1
19.03,645.72,646.11,648.1
19.04,645.71,646.11,648.1
19.05,645.71,646.11,648.1
19.06,645.7,646.1,648.09
19.07,645.7,646.1,648.09
19.08,645.7,646.1,648.09
19.09,645.69,646.1,648.09
19.1,645.69,646.09,648.08
19.11,645.68,646.09,648.08
19.12,645.68,646.09,648.08
19.13,645.67,646.08,648.08
19.14,645.67,646.08,648.07
19.15,645.67,646.08,648.07
19.16,645.66,646.07,648.07
19.17,645.66,646.07,648.07
19.18,645.65,646.07,648.06
19.19,645.65,646.06,648.06
19.2,645.64,646.06,648.06
19.21,645.64,646.06,648.06
19.22,645.64,646.06,648.05
19.23,645.63,646.05,648.05
19.24,645.63,646.05,648.05
19.25,645.62,646.05,648.05
19.26,645.62,646.04,648.04
19.27,645.61,646.04,648.04
19.28,645.61,646.04,648.04
19.29,645.61,646.03,648.04
19.3,645.6,646.03,648.03
19.31,645.6,646.03,648.03
19.32,645.59,646.02,648.03
19.33,645.59,646.02,648.03
19.34,645.58,646.02,648.02
19.35,645.58,646.02,648.02
19.36,645.58,646.01,648.02
19.37,645.57,646.01,648.02
19.38,645.57,646.01,648.01
19.39,645.56,646,648.01
19.4,645.56,646,648.01
19.41,645.55,646,648.01
19.42,645.55,645.99,648
19.43,645.55,645.99,648
19.44,645.54,645.99,648
19.45,645.54,645.98,648
19.46,645.53,645.98,647.99
19.47,645.53,645.98,647.99
19.48,645.52,645.98,647.99
19.49,645.52,645.97,647.99
19.5,645.52,645.97,647.98
19.51,645.51,645.97,647.98
19.52,645.51,645.96,647.98
19.53,645.5,645.96,647.98
19.54,645.5,645.96,647.97
19.55,645.49,645.95,647.97
19.56,645.49,645.95,647.97
19.57,645.49,645.95,647.97
19.58,645.48,645.94,647.96
19.59,645.48,645.94,647.96
19.6,645.47,645.94,647.96
19.61,645.47,645.94,647.96
19.62,645.46,645.93,647.96
19.63,645.46,645.93,647.95
19.64,645.46,645.93,647.95
19.65,645.45,645.92,647.95
19.66,645.45,645.92,647.95
19.67,645.44,645.92,647.94
19.68,645.44,645.91,647.94
19.69,645.43,645.91,647.94
19.7,645.43,645.91,647.94
19.71,645.43,645.9,647.93
19.72,645.42,645.9,647.93
19.73,645.42,645.9,647.93
19.74,645.41,645.9,647.93
19.75,645.41,645.89,647.92
19.76,645.4,645.89,647.92
19.77,645.4,645.89,647.92
19.78,645.39,645.88,647.92
19.79,645.39,645.88,647.91
19.8,645.39,645.88,647.91
19.81,645.38,645.87,647.91
19.82,645.38,645.87,647.91
19.83,645.37,645.87,647.91
19.84,645.37,645.86,647.9
19.85,645.36,645.86,647.9
19.86,645.36,645.86,647.9
19.87,645.36,645.86,647.9
19.88,645.35,645.85,647.89
19.89,645.35,645.85,647.89
19.9,645.34,645.85,647.89
19.91,645.34,645.84,647.89
19.92,645.33,645.84,647.88
19.93,645.33,645.84,647.88
19.94,645.33,645.83,647.88
19.95,645.32,645.83,647.88
19.96,645.32,645.83,647.88
19.97,645.31,645.82,647.87
19.98,645.31,645.82,647.87
19.99,645.3,645.82,647.87
20,645.3,645.82,647.87
20.01,,645.81,647.86
20.0132,,645.81,647.86
